brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,description
Porsche,911 Carrera S,2013,64000,Petrol,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,1,Yes,67000,Porsche 911 Carrera S Petrol 400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2013
Mercedes-Benz,GLS 450 Base 4MATIC,2019,34068,Petrol,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,46900,Mercedes-Benz GLS 450 Base 4MATIC Petrol 362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2019
Buick,Envision Preferred,2021,20104,Petrol,2.0L I4 16V GDI DOHC Turbo,Automatic,Burnished Bronze Metallic,Ebony,0,Yes,33295,Buick Envision Preferred Petrol 2.0L I4 16V GDI DOHC Turbo Interior color: Ebony exterior color: Burnished Bronze Metallic Automatic car 2021
Nissan,Armada Platinum,2022,8400,Petrol,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,0,Yes,59950,Nissan Armada Platinum Petrol 400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Red Automatic car 2022
Porsche,911 Turbo,2021,11938,Petrol,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,–,0,No,209000,Porsche 911 Turbo Petrol 572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel Interior color: – exterior color: Black Automatic car 2021
Chevrolet,Corvette Stingray w/2LT,2021,24670,Petrol,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,0,Yes,72500,Chevrolet Corvette Stingray w/2LT Petrol 490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: White Automatic car 2021
Ford,Mustang Shelby GT500,2013,16478,Petrol,650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,Manual,White,Black,0,Yes,66400,Ford Mustang Shelby GT500 Petrol 650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Manual car 2013
Ford,F-150 XL,2018,52500,Petrol,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Gray,0,Yes,35000,Ford F-150 XL Petrol 395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability Interior color: Gray exterior color: Gray Automatic car 2018
Porsche,Cayenne Turbo,2004,92500,Petrol,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,12000,Porsche Cayenne Turbo Petrol 450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2004
Mitsubishi,Eclipse Spyder GT,2008,62930,Petrol,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,1,Yes,10000,Mitsubishi Eclipse Spyder GT Petrol 260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2008
Lexus,GX 470 Base,2007,116600,Petrol,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,0,Yes,19975,Lexus GX 470 Base Petrol 263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2007
Dodge,Dakota Big Horn/Lone Star,2010,172024,Petrol,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Brown,1,Yes,7500,Dodge Dakota Big Horn/Lone Star Petrol 210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Red Automatic car 2010
Jeep,Wrangler Sport,2012,57237,Petrol,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,22500,Jeep Wrangler Sport Petrol 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2012
Subaru,Outback Limited,2020,44600,Petrol,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Unknown,Silver,Gray,0,Yes,28300,Subaru Outback Limited Petrol 182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Silver Unknown car 2020
Jeep,Wrangler Unlimited Rubicon,2013,181830,Petrol,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,0,Yes,21000,Jeep Wrangler Unlimited Rubicon Petrol 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Manual car 2013
Subaru,Ascent Touring 7-Passenger,2021,39948,Petrol,2.4L H4 16V GDI DOHC Turbo,Automatic,Ice Silver Metallic,Black,0,Yes,36791,Subaru Ascent Touring 7-Passenger Petrol 2.4L H4 16V GDI DOHC Turbo Interior color: Black exterior color: Ice Silver Metallic Automatic car 2021
Ford,F-350 XL,2017,156453,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,White,Beige,0,Yes,40000,Ford F-350 XL Diesel 440.0HP 6.7L 8 Cylinder Engine Diesel Fuel Interior color: Beige exterior color: White Automatic car 2017
Porsche,Cayenne Turbo S,2014,156193,Petrol,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,36000,Porsche Cayenne Turbo S Petrol 550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2014
BMW,X1 xDrive28i,2020,27989,Petrol,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,29000,BMW X1 xDrive28i Petrol 228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2020
Toyota,4Runner Limited,2014,146700,Petrol,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,1,Yes,24999,Toyota 4Runner Limited Petrol 270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2014
GMC,Yukon Denali,2019,88450,Petrol,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,1,Yes,42900,GMC Yukon Denali Petrol 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2019
Toyota,C-HR LE,2020,14065,Petrol,2.0L I4 16V MPFI DOHC,Automatic,Gray,Black,1,Yes,27671,Toyota C-HR LE Petrol 2.0L I4 16V MPFI DOHC Interior color: Black exterior color: Gray Automatic car 2020
Subaru,Outback Limited XT,2020,36844,Petrol,2.4L H4 16V GDI DOHC Turbo,Automatic,Magnetite Gray Metallic,Black,1,No,30427,Subaru Outback Limited XT Petrol 2.4L H4 16V GDI DOHC Turbo Interior color: Black exterior color: Magnetite Gray Metallic Automatic car 2020
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000,Petrol,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,44900,Chevrolet Silverado 1500 LT Trail Boss Petrol 355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2020
BMW,X5 xDrive50i,2013,58000,Petrol,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,17900,BMW X5 xDrive50i Petrol 400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2013
Audi,A6 55 Prestige,2021,22800,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Blue,Brown,0,Yes,52000,Audi A6 55 Prestige Hybrid 335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid Interior color: Brown exterior color: Blue Automatic car 2021
Subaru,Outback 2.5i Limited,2014,78007,Petrol,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,14750,Subaru Outback 2.5i Limited Petrol 173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2014
Ford,F-250 King Ranch,2020,36500,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Gray,Brown,0,Yes,69900,Ford F-250 King Ranch Diesel 475.0HP 6.7L 8 Cylinder Engine Diesel Fuel Interior color: Brown exterior color: Gray Automatic car 2020
Honda,CR-V EX,2004,156350,Petrol,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,1,Yes,3990,Honda CR-V EX Petrol 160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Brown Automatic car 2004
Lexus,GX 460 Luxury,2021,17710,Petrol,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,0,Yes,59000,Lexus GX 460 Luxury Petrol 301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: White Automatic car 2021
Ford,Explorer XLT,2013,149000,Petrol,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,1,Yes,7850,Ford Explorer XLT Petrol 290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Brown Automatic car 2013
Subaru,Forester 2.5i Limited,2015,90000,Petrol,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Unknown,Silver,Gray,0,Yes,16000,Subaru Forester 2.5i Limited Petrol 170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Silver Unknown car 2015
Ford,Bronco Wildtrak Advanced,2022,9990,Petrol,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,64500,Ford Bronco Wildtrak Advanced Petrol 315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2022
Mercedes-Benz,A-Class A 220 4MATIC,2019,28663,Petrol,2.0L I4 16V GDI DOHC Turbo,Automatic,Jupiter Red,Black,0,No,29500,Mercedes-Benz A-Class A 220 4MATIC Petrol 2.0L I4 16V GDI DOHC Turbo Interior color: Black exterior color: Jupiter Red Automatic car 2019
Lexus,NX 200t Base,2015,124250,Petrol,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Orange,1,Yes,17900,Lexus NX 200t Base Petrol 235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Orange exterior color: Gray Automatic car 2015
Ford,F-250 Lariat,2017,50780,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,White,Black,0,Yes,61000,Ford F-250 Lariat Diesel 440.0HP 6.7L 8 Cylinder Engine Diesel Fuel Interior color: Black exterior color: White Automatic car 2017
Porsche,911 Carrera C4S,2006,65000,Petrol,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,0,No,43000,Porsche 911 Carrera C4S Petrol 355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Blue Manual car 2006
Tesla,Model 3 Long Range,2022,22457,Unknown,Electric,Automatic,Midnight Silver Metallic,Black,0,No,40036,Tesla Model 3 Long Range Unknown Electric Interior color: Black exterior color: Midnight Silver Metallic Automatic car 2022
Toyota,Camry XSE,2022,19361,Petrol,3.5 Liter,Automatic,Red,Black,0,No,38298,Toyota Camry XSE Petrol 3.5 Liter Interior color: Black exterior color: Red Automatic car 2022
BMW,i3 94 Ah,2017,43000,Unknown,170.0HP 0.65L Electric Motor Electric Fuel System,Automatic,Black,–,0,Yes,16500,BMW i3 94 Ah Unknown 170.0HP 0.65L Electric Motor Electric Fuel System Interior color: – exterior color: Black Automatic car 2017
Ford,F-250 XL SuperCab H/D,1993,115000,Unknown,–,Automatic,Red,Gray,0,Yes,21900,Ford F-250 XL SuperCab H/D Unknown – Interior color: Gray exterior color: Red Automatic car 1993
Porsche,Taycan Turbo,2020,2076,Unknown,Electric,Automatic,Gray,Red,0,No,115998,Porsche Taycan Turbo Unknown Electric Interior color: Red exterior color: Gray Automatic car 2020
Porsche,911 GT3,2018,9712,Petrol,4.0L H6 24V GDI DOHC,Automatic,Red,Black,0,No,188900,Porsche 911 GT3 Petrol 4.0L H6 24V GDI DOHC Interior color: Black exterior color: Red Automatic car 2018
Mercedes-Benz,E-Class E55 AMG,2005,131000,Petrol,469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,16500,Mercedes-Benz E-Class E55 AMG Petrol 469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2005
Toyota,Highlander XLE,2022,31000,Petrol,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,0,Yes,43000,Toyota Highlander XLE Petrol 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Gray Automatic car 2022
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158,Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Gray,Black,0,Yes,44900,Volvo S60 Recharge Plug-In Hybrid T8 Inscription Hybrid 400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas Interior color: Black exterior color: Gray Automatic car 2021
Audi,A6 3.0T Premium Plus,2016,72865,Petrol,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,1,Yes,22000,Audi A6 3.0T Premium Plus Petrol 333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2016
Mercedes-Benz,E-Class E 350 4MATIC,2014,89563,Petrol,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,18995,Mercedes-Benz E-Class E 350 4MATIC Petrol 302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2014
Nissan,Juke SL,2012,72639,Petrol,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Unknown,Black,Black,1,Yes,15000,Nissan Juke SL Petrol 188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Unknown car 2012
Mercedes-Benz,CLS-Class CLS 550,2012,79000,Petrol,402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,19999,Mercedes-Benz CLS-Class CLS 550 Petrol 402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2012
Audi,A3 2.0T Premium,2012,111564,Petrol,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,11200,Audi A3 2.0T Premium Petrol 200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2012
Lexus,GX 460 Base,2018,75000,Petrol,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,1,Yes,38095,Lexus GX 460 Base Petrol 301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2018
Ford,Mustang Premium,2007,169613,Petrol,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,1,Yes,5900,Ford Mustang Premium Petrol 210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2007
Honda,Pilot EX-L,2011,175000,Petrol,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,0,Yes,9000,Honda Pilot EX-L Petrol 250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Black Automatic car 2011
BMW,540 i,2017,98500,Petrol,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,24500,BMW 540 i Petrol 335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2017
Chrysler,300 S,2012,53000,Petrol,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,1,Yes,13750,Chrysler 300 S Petrol 292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2012
RAM,2500 Longhorn,2015,72200,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Black,Black,0,Yes,52500,RAM 2500 Longhorn Diesel 370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel Interior color: Black exterior color: Black Automatic car 2015
Acura,TSX Base,2005,151600,Petrol,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,0,Yes,7899,Acura TSX Base Petrol 200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Manual car 2005
Lotus,Evora 2+2,2011,20000,Petrol,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,White,Red,0,Yes,51000,Lotus Evora 2+2 Petrol 276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: White Manual car 2011
Chevrolet,Avalanche 1500 LT,2010,170000,Petrol,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,1,Yes,9000,Chevrolet Avalanche 1500 LT Petrol 320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability Interior color: Black exterior color: Black Automatic car 2010
Ford,F-150 XLT,2019,69800,Petrol,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Gray,0,Yes,34600,Ford F-150 XLT Petrol 395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability Interior color: Gray exterior color: Silver Automatic car 2019
Toyota,Tundra SR5,2020,26300,Petrol,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,1,Yes,46199,Toyota Tundra SR5 Petrol 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Gray Automatic car 2020
Honda,Fit Sport,2007,156111,Petrol,109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,1,Yes,5200,Honda Fit Sport Petrol 109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Red Automatic car 2007
Chevrolet,Silverado 2500 LTZ,2016,172600,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Red,Black,1,Yes,32500,Chevrolet Silverado 2500 LTZ Diesel 397.0HP 6.6L 8 Cylinder Engine Diesel Fuel Interior color: Black exterior color: Red Automatic car 2016
Honda,Accord Crosstour EX-L,2010,145000,Petrol,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,0,Yes,9000,Honda Accord Crosstour EX-L Petrol 271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Green Automatic car 2010
Ford,F-250 XLT Super Duty,2001,64309,Petrol,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,0,Yes,7500,Ford F-250 XLT Super Duty Petrol 260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2001
RAM,1500 TRX,2021,15183,Petrol,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,90000,RAM 1500 TRX Petrol 702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2021
Buick,Envision Essence,2020,28548,Petrol,2.5L I4 16V GDI DOHC,Automatic,Ebony Twilight Metallic,Ebony,0,No,32063,Buick Envision Essence Petrol 2.5L I4 16V GDI DOHC Interior color: Ebony exterior color: Ebony Twilight Metallic Automatic car 2020
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000,Petrol,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,46900,Volkswagen Atlas 3.6L SEL Premium R-Line Petrol 276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2022
Mercedes-Benz,CLS 450 Base,2019,67000,Hybrid,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Yellow,Black,0,Yes,44500,Mercedes-Benz CLS 450 Base Hybrid 369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid Interior color: Black exterior color: Yellow Automatic car 2019
Jeep,Wrangler Unlimited Sport,2017,84786,Petrol,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,23500,Jeep Wrangler Unlimited Sport Petrol 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2017
Mercedes-Benz,S-Class S 63 AMG,2008,93000,Petrol,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,17800,Mercedes-Benz S-Class S 63 AMG Petrol 518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2008
Hyundai,Genesis Coupe 3.8 Track,2010,127500,Petrol,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,1,Yes,6000,Hyundai Genesis Coupe 3.8 Track Petrol 306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Manual car 2010
Ford,Mustang Mach-E GT,2022,8000,Unknown,480.0HP Electric Motor Electric Fuel System,Automatic,Blue,Black,0,Yes,60999,Ford Mustang Mach-E GT Unknown 480.0HP Electric Motor Electric Fuel System Interior color: Black exterior color: Blue Automatic car 2022
GMC,Canyon Elevation Standard,2022,16500,Petrol,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,0,Yes,32900,GMC Canyon Elevation Standard Petrol 308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Gray Automatic car 2022
Jaguar,XK Base,2013,55700,Petrol,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,27200,Jaguar XK Base Petrol 385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2013
Ford,F-250 LARIAT,2021,42245,Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Agate Black Metallic,Black,0,No,76598,Ford F-250 LARIAT Diesel Intercooled Turbo Diesel V-8 6.7 L/406 Interior color: Black exterior color: Agate Black Metallic Automatic car 2021
Toyota,RAV4 Base,2009,78500,Petrol,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,–,0,Yes,12000,Toyota RAV4 Base Petrol 179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: – exterior color: Silver Automatic car 2009
Ford,Expedition Platinum,2018,48619,Petrol,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,0,Yes,51499,Ford Expedition Platinum Petrol 400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Gray Automatic car 2018
Jeep,Wrangler Unlimited 4xe Sahara,2021,51105,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,Automatic,Black Clearcoat,Black,0,Yes,42700,Jeep Wrangler Unlimited 4xe Sahara Hybrid 2.0L I4 16V GDI DOHC Turbo Hybrid Interior color: Black exterior color: Black Clearcoat Automatic car 2021
Ford,F-150 XLT,2016,25880,Petrol,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Automatic,Red,Gray,0,Yes,25500,Ford F-150 XLT Petrol 282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability Interior color: Gray exterior color: Red Automatic car 2016
Tesla,Model S Plaid,2021,20100,Unknown,1020.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,0,Yes,69995,Tesla Model S Plaid Unknown 1020.0HP Electric Motor Electric Fuel System Interior color: Black exterior color: Red Automatic car 2021
Toyota,Tacoma SR5,2018,25083,Petrol,3.5L V6 24V PDI DOHC,Automatic,Red,Gray,1,Yes,34955,Toyota Tacoma SR5 Petrol 3.5L V6 24V PDI DOHC Interior color: Gray exterior color: Red Automatic car 2018
Audi,TT Roadster quattro,2002,69300,Petrol,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,1,Yes,9995,Audi TT Roadster quattro Petrol 225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Manual car 2002
Toyota,Highlander Hybrid Limited Platinum,2019,46000,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Unknown,Silver,Black,0,Yes,40000,Toyota Highlander Hybrid Limited Platinum Hybrid 306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid Interior color: Black exterior color: Silver Unknown car 2019
Jeep,Liberty Sport,2008,141485,Petrol,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,1,Yes,6500,Jeep Liberty Sport Petrol 210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Black Automatic car 2008
Toyota,Sequoia Limited,2018,63990,Petrol,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,1,Yes,48000,Toyota Sequoia Limited Petrol 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2018
Ford,Transit-350 Base,2020,19400,Petrol,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,58000,Ford Transit-350 Base Petrol 310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2020
Subaru,BRZ Limited,2013,129858,Petrol,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,1,Yes,13490,Subaru BRZ Limited Petrol 200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2013
Volvo,XC60 3.2,2012,102000,Petrol,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,0,Yes,10800,Volvo XC60 3.2 Petrol 240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Blue Automatic car 2012
Subaru,Impreza WRX Sti Special Edition,2010,8700,Petrol,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,0,Yes,39900,Subaru Impreza WRX Sti Special Edition Petrol 305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Manual car 2010
Chevrolet,Bolt EV LT,2018,49279,Unknown,200.0HP Electric Motor Electric Fuel System,Automatic,Red,Gray,0,Yes,17500,Chevrolet Bolt EV LT Unknown 200.0HP Electric Motor Electric Fuel System Interior color: Gray exterior color: Red Automatic car 2018
Chevrolet,Monte Carlo Supercharged SS,2004,148800,Petrol,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,0,Yes,6500,Chevrolet Monte Carlo Supercharged SS Petrol 240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Red Automatic car 2004
Cadillac,Escalade Platinum Edition,2012,160249,Petrol,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,0,Yes,12900,Cadillac Escalade Platinum Edition Petrol 403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability Interior color: Black exterior color: Black Automatic car 2012
